Coordinates,Label
"2.45772123336792,10.623438835144043",Data Analysis and Pattern Discovery
"1.97117280960083,9.469808578491211",Data Analysis and Pattern Discovery
"7.752225399017334,12.177661895751953",Data Analysis and Pattern Discovery
"-0.5154051184654236,5.3512725830078125",Data Analysis and Pattern Discovery
"2.1161446571350098,9.54203987121582",Data Analysis and Pattern Discovery
"2.3175182342529297,9.91822338104248",Data Analysis and Pattern Discovery
"-0.1336335688829422,4.456428527832031",Data Analysis and Pattern Discovery
"6.560139179229736,6.215473651885986",Data Analysis and Pattern Discovery
"1.6453255414962769,5.768845558166504",Data Analysis and Pattern Discovery
"5.907057285308838,12.023488998413086",Data Analysis and Pattern Discovery
"-1.3105018138885498,5.90191650390625",Data Analysis and Pattern Discovery
"-1.5095235109329224,7.998582363128662",Data Analysis and Pattern Discovery
"-0.7302482724189758,6.907271862030029",Data Analysis and Pattern Discovery
"2.196654796600342,9.779842376708984",Data Analysis and Pattern Discovery
"7.476401329040527,11.132871627807617",Data Analysis and Pattern Discovery
"1.2380846738815308,8.091846466064453",Data Analysis and Pattern Discovery
"-2.9175217151641846,7.203547477722168",Data Analysis and Pattern Discovery
"1.8510706424713135,8.235808372497559",Data Analysis and Pattern Discovery
"5.763489723205566,7.515046119689941",Data Analysis and Pattern Discovery
"-1.245492935180664,5.911842346191406",Data Analysis and Pattern Discovery
"2.4072554111480713,9.942058563232422",Data Analysis and Pattern Discovery
"7.499636650085449,10.50853157043457",Data Analysis and Pattern Discovery
"5.790089130401611,4.628864765167236",Data Analysis and Pattern Discovery
"6.771437168121338,13.205409049987793",Data Analysis and Pattern Discovery
"2.7199442386627197,8.999666213989258",Data Analysis and Pattern Discovery
"1.4246939420700073,10.257719039916992",Data Analysis and Pattern Discovery
"3.9679510593414307,5.228989601135254",Data Analysis and Pattern Discovery
"6.954207897186279,8.304570198059082",Data Analysis and Pattern Discovery
"4.848564147949219,7.731563091278076",Data Analysis and Pattern Discovery
"-1.5034009218215942,7.662172794342041",Data Analysis and Pattern Discovery
"2.141512393951416,11.757744789123535",Data Analysis and Pattern Discovery
"-1.1679177284240723,6.42759370803833",Data Analysis and Pattern Discovery
"7.119842529296875,12.455750465393066",Data Analysis and Pattern Discovery
"3.8368771076202393,7.729304790496826",Data Analysis and Pattern Discovery
"1.3632529973983765,12.985611915588379",Data Analysis and Pattern Discovery
"6.553639888763428,9.756152153015137",Data Analysis and Pattern Discovery
"0.2458835244178772,6.869396686553955",Data Analysis and Pattern Discovery
"2.993149518966675,5.96213960647583",Data Analysis and Pattern Discovery
"-1.9924464225769043,7.450002670288086",Data Analysis and Pattern Discovery
"8.798808097839355,8.891798973083496",Data Analysis and Pattern Discovery
"2.121734857559204,9.758196830749512",Data Analysis and Pattern Discovery
"9.990053176879883,6.1977219581604",Data Analysis and Pattern Discovery
"2.4478530883789062,13.331640243530273",Data Analysis and Pattern Discovery
"-0.839998185634613,5.315767765045166",Data Analysis and Pattern Discovery
"-0.6316836476325989,8.65696907043457",Data Analysis and Pattern Discovery
"5.459355354309082,5.150175094604492",Data Analysis and Pattern Discovery
"7.958479881286621,5.501077175140381",Data Analysis and Pattern Discovery
"-0.8482013940811157,8.307252883911133",Data Analysis and Pattern Discovery
"0.32883480191230774,5.39695405960083",Data Analysis and Pattern Discovery
"0.8066102862358093,4.342938423156738",Data Analysis and Pattern Discovery
"-3.136427640914917,7.191066741943359",Data Analysis and Pattern Discovery
"-2.36708664894104,10.817370414733887",Data Analysis and Pattern Discovery
"5.055570602416992,6.020081996917725",Data Analysis and Pattern Discovery
"5.332052230834961,6.749487400054932",Data Analysis and Pattern Discovery
"0.3033226430416107,5.280102252960205",Data Analysis and Pattern Discovery
"0.5251409411430359,6.2641377449035645",Deep Learning Optimization and Security
"0.4783347249031067,6.043397426605225",Deep Learning Optimization and Security
"2.173896551132202,7.083017349243164",Deep Learning Optimization and Security
"2.025930881500244,5.830938816070557",Deep Learning Optimization and Security
"7.551949977874756,10.2742919921875",Deep Learning Optimization and Security
"0.6837373375892639,4.9299397468566895",Deep Learning Optimization and Security
"10.15854263305664,6.0990214347839355",Deep Learning Optimization and Security
"-1.9527570009231567,6.506239891052246",Deep Learning Optimization and Security
"-0.6661599278450012,7.057673931121826",Deep Learning Optimization and Security
"5.153112411499023,8.024249076843262",Deep Learning Optimization and Security
"2.534954309463501,5.559993743896484",Deep Learning Optimization and Security
"2.341667652130127,11.118123054504395",Deep Learning Optimization and Security
"4.9946608543396,9.375335693359375",Deep Learning Optimization and Security
"7.434442043304443,13.471907615661621",Deep Learning Optimization and Security
"8.132740020751953,5.7738542556762695",Deep Learning Optimization and Security
"3.8092377185821533,13.8224458694458",Deep Learning Optimization and Security
"1.8974002599716187,7.033820152282715",Deep Learning Optimization and Security
"7.156718730926514,12.866778373718262",Deep Learning Optimization and Security
"6.20949649810791,5.425106048583984",Deep Learning Optimization and Security
"2.944319725036621,8.099456787109375",Deep Learning Optimization and Security
"6.218469142913818,6.821713447570801",Deep Learning Optimization and Security
"-2.4769179821014404,7.747986316680908",Deep Learning Optimization and Security
"3.705749750137329,9.081639289855957",Deep Learning Optimization and Security
"6.683753967285156,7.729546546936035",Deep Learning Optimization and Security
"4.271705150604248,8.866649627685547",Deep Learning Optimization and Security
"-2.8760852813720703,8.43149471282959",Deep Learning Optimization and Security
"6.286497592926025,12.951736450195312",Deep Learning Optimization and Security
"8.316182136535645,12.794047355651855",Deep Learning Optimization and Security
"1.7922734022140503,8.043992042541504",Deep Learning Optimization and Security
"1.9115657806396484,5.789224147796631",Deep Learning Optimization and Security
"1.1573803424835205,12.65198040008545",Deep Learning Optimization and Security
"4.294539928436279,9.014646530151367",Deep Learning Optimization and Security
"5.673422336578369,13.318863868713379",Deep Learning Optimization and Security
"5.766380786895752,7.463636875152588",Deep Learning Optimization and Security
"2.2342426776885986,5.768671989440918",Deep Learning Optimization and Security
"4.768759727478027,11.026323318481445",Deep Learning Optimization and Security
"-2.913107395172119,6.2842020988464355",Deep Learning Optimization and Security
"8.695878982543945,8.654794692993164",Deep Learning Optimization and Security
"7.611151695251465,10.198701858520508",Deep Learning Optimization and Security
"0.5980713367462158,11.52298355102539",Deep Learning Optimization and Security
"0.4904581606388092,5.629238128662109",Deep Learning Optimization and Security
"-0.8292874693870544,6.820897102355957",Deep Learning Optimization and Security
"4.971283435821533,8.184609413146973",Deep Learning Optimization and Security
"-0.7953863143920898,5.982381820678711",Deep Learning Optimization and Security
"6.597336769104004,8.332120895385742",Deep Learning Optimization and Security
"8.269190788269043,12.880284309387207",Deep Learning Optimization and Security
"-0.5540239810943604,6.874330997467041",Deep Learning Optimization and Security
"-1.889415979385376,5.8246002197265625",Deep Learning Optimization and Security
"7.601874351501465,9.592723846435547",Deep Learning Optimization and Security
"2.6371750831604004,8.16735553741455",Deep Learning Optimization and Security
"7.625734329223633,9.983469009399414",Deep Learning Optimization and Security
"-0.9049935340881348,4.9956183433532715",Deep Learning Optimization and Security
"5.7342400550842285,10.669273376464844",Deep Learning Optimization and Security
"-1.8274948596954346,6.859057903289795",Deep Learning Optimization and Security
"-2.4616286754608154,8.137052536010742",Deep Learning Optimization and Security
"-2.124490976333618,7.762778282165527",Deep Learning Optimization and Security
"3.4866702556610107,10.481842994689941",Deep Learning Optimization and Security
"7.524045467376709,12.83288288116455",Deep Learning Optimization and Security
"1.247342586517334,5.094842910766602",Deep Learning Optimization and Security
"2.4287118911743164,9.933552742004395",Deep Learning Optimization and Security
"5.706646919250488,4.061279773712158",Deep Learning Optimization and Security
"6.020573616027832,8.155685424804688",Deep Learning Optimization and Security
"1.5931636095046997,12.012168884277344",Deep Learning Optimization and Security
"3.03483510017395,6.845137596130371",Deep Learning Optimization and Security
"-1.9557781219482422,8.212187767028809",Deep Learning Optimization and Security
"-0.09000878036022186,6.274789810180664",Deep Learning Optimization and Security
"-2.0329153537750244,11.687161445617676",Deep Learning Optimization and Security
"2.177826166152954,6.083795070648193",Deep Learning Optimization and Security
"-1.6106609106063843,6.5542707443237305",Deep Learning Optimization and Security
"2.4058284759521484,5.674415111541748",Deep Learning Optimization and Security
"7.802557468414307,9.408864974975586",Deep Learning Optimization and Security
"8.454453468322754,6.421235084533691",Deep Learning Optimization and Security
"5.703304767608643,4.057073593139648",Deep Learning Optimization and Security
"3.3553640842437744,13.799802780151367",Deep Learning Optimization and Security
"0.4677606225013733,5.498600006103516",Deep Learning Optimization and Security
"5.566072463989258,6.709452152252197",Deep Learning Optimization and Security
"-0.5890583395957947,7.228536605834961",Deep Learning Optimization and Security
"0.3328153192996979,12.28327751159668",Deep Learning Optimization and Security
"1.58686101436615,9.119450569152832",Deep Learning Optimization and Security
"4.385995864868164,10.88212776184082",Deep Learning Optimization and Security
"8.546147346496582,11.664474487304688",Deep Learning Optimization and Security
"8.847803115844727,12.148131370544434",Deep Learning Optimization and Security
"1.6031211614608765,12.665751457214355",Deep Learning Optimization and Security
"0.4029107987880707,11.226312637329102",Deep Learning Optimization and Security
"6.516712188720703,8.556976318359375",Deep Learning Optimization and Security
"-0.006981121376156807,11.13687801361084",Deep Learning Optimization and Security
"2.1302881240844727,7.1495161056518555",Deep Learning Optimization and Security
"4.735925197601318,9.970016479492188",Deep Learning Optimization and Security
"4.271265029907227,6.760895729064941",Deep Learning Optimization and Security
"4.439702033996582,5.905276775360107",Deep Learning Optimization and Security
"5.96526575088501,7.954066753387451",Deep Learning Optimization and Security
"1.2726397514343262,6.2165422439575195",Deep Learning Optimization and Security
"0.5088899731636047,8.378280639648438",Deep Learning Optimization and Security
"2.155552864074707,7.245630741119385",Deep Learning Optimization and Security
"2.5320959091186523,12.337504386901855",Deep Learning Optimization and Security
"-1.6958969831466675,6.899565696716309",Deep Learning Optimization and Security
"3.7898240089416504,11.834108352661133",Deep Learning Optimization and Security
"2.1347620487213135,12.691377639770508",Deep Learning Optimization and Security
"7.232638359069824,9.025284767150879",Deep Learning Optimization and Security
"4.284066677093506,9.78974723815918",Deep Learning Optimization and Security
"2.2740697860717773,7.090083599090576",Deep Learning Optimization and Security
"7.414699554443359,11.991822242736816",Deep Learning Optimization and Security
"7.7933173179626465,9.424139976501465",Deep Learning Optimization and Security
"-1.3097513914108276,6.092790603637695",Deep Learning Optimization and Security
